Donor_Group	Recip_Group	Frag_Length	Gene	Recipient_strains
16c	1	31	group_1734	ERR069823,ERR069712,ERR129164,ERR067964,ERR069835,ERR129088,ERR067981,ERR129051,ERR069746,ERR065968,ERR129158,ERR069812,ERR068012,ERR129132,ERR065292,ERR069690,ERR068018,ERR069768,ERR065967,ERR129090,ERR065344,ERR068020,ERR067977,ERR069715,ERR069683,ERR065962,ERR069755,ERR124285,ERR129126,ERR124265,ERR069765,ERR129113,ERR068013,ERR124231,ERR124304,ERR124282,ERR069732,ERR129058,ERR065330,ERR069719,ERR069770,ERR069721,ERR129199,ERR069740,ERR124237
16c	16b	148	group_1734	ERR129102
16c	16c	148	group_1734	ERR068014,ERR129094,ERR129044
16c	8	148	group_1734	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR068044
11	11	15	rnz	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
11	16b	15	rnz	ERR124311,ERR129057,ERR065290,ERR129135
11	4	15	rnz	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996,ERR065343,ERR067995,ERR124248,ERR065338,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783,ERR067987
16c	1	1476	group_914	ERR067981,ERR129158,ERR129126,ERR129199
16f	1	210	group_914	ERR129126
16f	5	31	group_914	ERR129196
16f	5	21	group_914	ERR129196
10	16d	400	group_1007	ERR069782
3	14	660	group_1007	ERR069825
3	6	660	group_1007	ERR124319,ERR124288
14	6	74	group_1007	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
10	12	171	group_1007	ERR067993
10	14	400	group_1007	ERR069825
3	8	660	group_1007	ERR129118
10	16g	400	group_1007	ERR069742
14	16g	55	group_1007	ERR069742,ERR065352
3	9	660	group_1007	ERR065339
14	6	182	group_1007	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
14	9	30	group_1007	ERR065339
16b	14	117	group_1007	ERR069825
16d	16c	120	group_1007	ERR068009
11	14	84	group_1007	ERR069825
14	9	70	group_1007	ERR065339
14	16c	182	group_1007	ERR068009
14	16g	113	group_1007	ERR069742,ERR065352
16b	16g	261	rfbA	ERR069742,ERR065352
16b	14	261	rfbA	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744
16c	16c	306	rfbA	ERR069764
16b	16c	261	rfbA	ERR129044
13	10	297	comEC	ERR069766,ERR069811,ERR068025,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR129169,ERR124317,ERR069757,ERR129145
16d	4	623	comEC	ERR069738
13	9	329	comEC	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR067980
13	16g	297	comEC	ERR069742,ERR065294,ERR065352
16d	16f	623	comEC	ERR124226
13	15	297	comEC	ERR069706,ERR068003,ERR069791,ERR065314,ERR069842,ERR129078,ERR069699,ERR069793,ERR069762,ERR067999
13	1	297	comEC	ERR129164,ERR129088,ERR067981,ERR129158,ERR068012,ERR069683,ERR124285,ERR129126,ERR129199
13	16c	297	comEC	ERR065960,ERR129187,ERR129044,ERR069820,ERR129050,ERR065299,ERR124258,ERR129110,ERR129084,ERR129047,ERR129194
16d	14	623	comEC	ERR069700
16d	16a	623	comEC	ERR069814,ERR069814,ERR068007
13	16b	329	comEC	ERR069824,ERR069729
16d	11	623	comEC	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087
13	16h	297	comEC	ERR067982
13	8	297	comEC	ERR065291
13	16d	297	comEC	ERR069819,ERR069782,ERR069813,ERR065957
13	10	329	comEC	ERR068025,ERR069811,ERR129152
13	6	329	comEC	ERR124319
16d	16c	623	comEC	ERR069773,ERR069764
13	16b	297	comEC	ERR069824,ERR129102,ERR069729,ERR069772,ERR069806,ERR129071,ERR069730,ERR069816,ERR065956
13	3	297	comEC	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
13	6	297	comEC	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
13	14	297	comEC	ERR069825
13	16c	437	comEC	ERR065325,ERR065960,ERR129187,ERR129050,ERR065299,ERR129047
13	9	297	comEC	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR129052,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR069743,ERR067980,ERR065955,ERR065322,ERR129208,ERR069694,ERR124245,ERR069736,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR065348,ERR129171,ERR129122,ERR129100
16d	1	623	comEC	ERR069712,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
13	1	329	comEC	ERR069823
3	16h	445	group_3650	ERR069785,ERR069797,ERR069821
5	8	79	dhfR	ERR124280
8	8	100	dhfR	ERR124280
16c	9	68	group_3298	ERR067967,ERR068015
16c	1	68	group_3298	ERR069823,ERR067964,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
16c	16g	68	group_3298	ERR068016,ERR065304,ERR065959,ERR067991,ERR124230
12	16c	8	group_630	ERR069820,ERR129084
12	16c	47	group_630	ERR069820,ERR129084
16a	16c	271	group_35	ERR068039
4	16c	39	group_35	ERR065299
16a	8	271	group_35	ERR124315
16a	3	271	group_35	ERR124274
15	16c	60	group_648	ERR129181
15	4	60	group_648	ERR124307
15	10	60	group_648	ERR068025,ERR065327,ERR124232,ERR124254,ERR124264,ERR129169
15	2	60	group_648	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
15	6	60	group_648	ERR065969
12	16b	74	licC_1	ERR129028,ERR129102,ERR124311,ERR129057,ERR065290,ERR129135
12	8	74	licC_1	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687
12	5	74	licC_1	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342
12	7	74	licC_1	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
12	1	74	licC_1	ERR124256,ERR069809,ERR068048,ERR129088,ERR065350
12	16d	74	licC_1	ERR069735,ERR069819
12	16c	74	licC_1	ERR069792,ERR129110
12	4	74	licC_1	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996
2	16a	58	group_627	ERR069789,ERR068021,ERR129185,ERR067972
8	16a	41	group_627	ERR069789,ERR068021,ERR129185,ERR067972
2	16a	158	group_627	ERR069789
8	9	371	group_627	ERR065306,ERR069743,ERR129192
2	16c	104	bmrA	ERR129044,ERR129194
2	16h	104	bmrA	ERR069785,ERR069797,ERR069821
9	16c	7	aroL	ERR069773,ERR069764,ERR065302,ERR129187,ERR129040,ERR068014,ERR129094,ERR068039,ERR129206,ERR129045,ERR129124,ERR065321,ERR068009,ERR129188,ERR129056,ERR069775,ERR129047,ERR129095
9	6	7	aroL	ERR068030
9	10	7	aroL	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
9	16d	7	aroL	ERR069735,ERR069819,ERR069782,ERR069813,ERR069838
12	16c	22	dapH	ERR129045
12	16b	199	group_907	ERR129083,ERR129216,ERR129103
9	6	307	group_907	ERR129043
12	16a	199	group_907	ERR067989
9	2	307	group_907	ERR065326
9	16c	307	group_907	ERR129094,ERR069697
12	10	199	group_907	ERR124254
9	8	307	group_907	ERR129149,ERR129032,ERR069805
11	16g	275	amyS	ERR124244
12	9	303	amyS	ERR129107,ERR129155,ERR069802,ERR129147,ERR065345,ERR067967,ERR129161
11	16c	275	amyS	ERR065325,ERR065960,ERR069737,ERR129050,ERR129045,ERR129110
11	6	275	amyS	ERR069786,ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303
11	15	275	amyS	ERR124255
11	11	275	amyS	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR129134,ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
12	15	303	amyS	ERR124233
12	4	303	amyS	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR067996,ERR065343,ERR067995,ERR124248,ERR065338,ERR069767,ERR124260
3	16h	268	group_1356	ERR069785,ERR069797,ERR069821
7	11	28	group_4009	ERR129148,ERR069749,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR124275,ERR129089,ERR068033
10	16b	252	glmS	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
10	16g	176	glmS	ERR069742,ERR065294,ERR065352
10	16h	252	glmS	ERR069785,ERR129162,ERR124252,ERR067982,ERR065958,ERR069797,ERR069821
10	16f	252	glmS	ERR129064
6	9	977	group_2403	ERR069807
9	16d	1037	group_2403	ERR065957
16c	16b	50	group_2403	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
9	16g	1037	group_2403	ERR124244
16c	9	349	group_2403	ERR124287
1	2	1360	group_2403	ERR069804,ERR129037
16c	8	50	group_2403	ERR065305,ERR068008,ERR069796,ERR069771,ERR129063,ERR129140,ERR069831,ERR124315,ERR069817,ERR129170,ERR129112,ERR068017,ERR124269,ERR069717,ERR129108,ERR129059,ERR065317,ERR129120,ERR129197,ERR069696,ERR129072,ERR069781,ERR069805,ERR129183,ERR129153,ERR124281,ERR069745,ERR129142,ERR124284,ERR129025,ERR129209,ERR068011,ERR129118,ERR129123,ERR124234,ERR065328,ERR124280,ERR069684,ERR069753,ERR069776,ERR069794,ERR124295,ERR068024,ERR065323
16e	8	605	group_2403	ERR124270
1	13	1360	group_2403	ERR069709,ERR068001,ERR065353,ERR065953,ERR069710,ERR068004,ERR069734,ERR129092,ERR069827,ERR069788,ERR069784,ERR068043
16c	5	50	group_2403	ERR129105,ERR129196,ERR129195,ERR129144,ERR129077,ERR067998,ERR069714,ERR068010,ERR129182
16c	16c	349	group_2403	ERR069773
6	16f	977	group_2403	ERR069840
9	8	1037	group_2403	ERR069795,ERR129129,ERR065970,ERR065287,ERR124229,ERR129149,ERR069833,ERR069751,ERR069687,ERR129207,ERR068044,ERR069711,ERR067960,ERR129032,ERR069774,ERR069829,ERR068045,ERR129186,ERR124220,ERR068034,ERR069691,ERR124267,ERR129081,ERR129175,ERR124263,ERR069704,ERR129034,ERR069828,ERR124225,ERR129091,ERR065291,ERR065337,ERR124251,ERR065975,ERR068038,ERR069705,ERR124313,ERR129190,ERR065340,ERR065319
16c	13	349	group_2403	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR124223,ERR069734,ERR129092,ERR069759,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
6	16c	1432	group_2403	ERR129110
6	16g	1432	group_2403	ERR069742,ERR065294,ERR065352
6	16h	1432	group_2403	ERR067982
16c	16d	767	group_2403	ERR065295
2	8	2378	group_191	ERR069805,ERR124251
2	9	2378	group_191	ERR129122
2	16c	2378	group_191	ERR129040,ERR069697
2	16a	2378	group_191	ERR068007,ERR069814
7	13	573	group_1656	ERR129115
7	14	573	group_1656	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
7	16c	573	group_1656	ERR069808
7	16e	573	group_1656	ERR067975
7	5	573	group_1656	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
9	16b	689	group_3010	ERR129102,ERR129071
15	12	367	group_3010	ERR067993,ERR069803,ERR069841
10	16d	347	group_3010	ERR069782
11	5	219	group_3010	ERR065301,ERR065342,ERR129077,ERR124320,ERR069818,ERR069799
16c	16d	168	gtf2_2	ERR069735
10	16d	223	group_647	ERR069782
10	8	223	group_647	ERR129174
12	8	112	group_647	ERR068008,ERR129063,ERR069831,ERR124315,ERR129129,ERR065287,ERR069833,ERR068044,ERR124269,ERR068050,ERR065317,ERR069829,ERR068045,ERR129186,ERR124220,ERR124267,ERR069704,ERR069761,ERR129034,ERR069828,ERR068011,ERR065337,ERR124251,ERR068038,ERR069705,ERR124313,ERR129190,ERR065340,ERR065319
10	16f	223	group_647	ERR129064
10	8	59	group_647	ERR069761
3	16c	65	group_260	ERR124271,ERR129041,ERR129184,ERR065318
3	16c	1012	lytR_2	ERR129044
3	16e	1012	lytR_2	ERR067975
3	16b	1012	lytR_2	ERR129151,ERR124311,ERR129057,ERR065290,ERR129135,ERR069815
3	13	1012	lytR_2	ERR129027,ERR124223
3	9	1012	lytR_2	ERR129029
3	6	1012	lytR_2	ERR069786,ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR068030
3	16g	1012	lytR_2	ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
3	4	1012	lytR_2	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996,ERR065343,ERR067995,ERR124248,ERR065338,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783,ERR067987
3	10	1012	lytR_2	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266
3	11	1012	lytR_2	ERR129099
16g	16d	292	capA	ERR069782
9	4	46	group_2504	ERR124260,ERR069836,ERR067965,ERR124318,ERR069783,ERR067987
13	5	96	bceA	ERR129196,ERR065301,ERR065342,ERR129144,ERR129077,ERR124320,ERR069818,ERR068010,ERR129182,ERR069799
2	16c	115	lagD_2	ERR124271,ERR129041,ERR124289,ERR124309,ERR129184,ERR065318,ERR129110
16c	16b	460	lagD_2	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
16c	16c	460	lagD_2	ERR124218,ERR124258,ERR124306,ERR065312
16c	10	460	lagD_2	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
16c	8	460	lagD_2	ERR068044
8	16c	60	group_5246	ERR129041
3	15	32	group_212	ERR069843,ERR124255,ERR065973,ERR124233,ERR129036,ERR129031,ERR129049,ERR129193
3	16d	32	group_212	ERR069782,ERR065957
16b	3	240	group_212	ERR124274,ERR067978,ERR124272
3	16f	32	group_212	ERR069840
16b	1	240	group_212	ERR124285
16c	16h	280	potA	ERR069785,ERR069797,ERR069821
16c	4	280	potA	ERR069738
16c	9	280	potA	ERR124238
16c	16g	241	potA	ERR124244,ERR069742,ERR065352
16c	13	280	potA	ERR068001
16c	16b	280	potA	ERR129028,ERR129102,ERR129083,ERR129216,ERR129136,ERR129071,ERR129202,ERR129138,ERR129103,ERR129030
16c	1	280	potA	ERR065350,ERR069731,ERR065347
16c	11	241	potA	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087
16c	16g	280	potA	ERR124244,ERR069742,ERR065352
16c	16b	241	potA	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
16c	6	241	potA	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR124235,ERR129157,ERR124288,ERR129167,ERR069798,ERR129043,ERR065971,ERR124227,ERR129168,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
16c	13	241	potA	ERR068001
16c	1	241	potA	ERR069823,ERR129164,ERR067964,ERR069835,ERR129088,ERR067981,ERR069746,ERR129158,ERR069812,ERR068012,ERR065292,ERR065967,ERR065344,ERR069683,ERR065962,ERR069755,ERR124285,ERR129126,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR129199,ERR069740
16c	16f	280	potA	ERR124226,ERR129064,ERR069769,ERR069840
16c	16c	280	potA	ERR124258,ERR069773,ERR069764,ERR065302,ERR129040,ERR124271,ERR069820,ERR068039,ERR129041,ERR129045,ERR124289,ERR124309,ERR129124,ERR129184,ERR065321,ERR065318,ERR129110,ERR129188,ERR129056,ERR069775
16c	7	280	potA	ERR124292
16c	16c	241	potA	ERR065325,ERR065960,ERR129045
16c	16f	241	potA	ERR069840
16c	10	280	potA	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
16c	6	280	potA	ERR069786,ERR129176,ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR124235,ERR129157,ERR124288,ERR129167,ERR069798,ERR129043,ERR065971,ERR124227,ERR129168,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
2	16g	13	mnmA	ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
16c	16g	54	liaR	ERR124244
15	16g	109	liaR	ERR124244
15	16g	59	liaR	ERR124244
12	16c	14	group_628	ERR069722
9	9	87	group_4737	ERR069826,ERR069780,ERR129106,ERR129141
9	4	87	group_4737	ERR067995,ERR065338,ERR067987
6	16c	161	spxA_3	ERR129045
6	16d	161	spxA_3	ERR065957
6	16f	161	spxA_3	ERR124226,ERR069769
16b	16c	82	group_3271	ERR124247,ERR124271,ERR129041,ERR124289,ERR124309,ERR129184,ERR065318
16b	16b	82	group_3271	ERR124311,ERR129057,ERR065290,ERR129135
16b	8	82	group_3271	ERR069704,ERR129034,ERR069828,ERR069705
12	16a	337	pepV	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
12	11	337	pepV	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
9	16b	441	pepV	ERR129102,ERR129071
12	4	337	pepV	ERR069738
12	16f	337	pepV	ERR129064
16h	16b	187	opuBA	ERR124311,ERR129057,ERR065290,ERR129135
16h	16h	187	opuBA	ERR124252,ERR067982
2	9	550	group_101	ERR129146,ERR129076,ERR129055,ERR067976,ERR065307,ERR065306,ERR065313,ERR129082,ERR129205,ERR129192,ERR129098,ERR129133
2	16b	550	group_101	ERR065315
8	11	440	group_101	ERR069703,ERR069728,ERR069733
2	16c	550	group_101	ERR124247,ERR069792,ERR068031,ERR065354,ERR069692,ERR069723,ERR069697,ERR069810
12	6	268	group_101	ERR129168
2	2	550	group_101	ERR129159
16c	1	387	gtf2_1	ERR124285
16c	10	38	gtf2_1	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317,ERR069757,ERR129145
16c	8	38	gtf2_1	ERR065287,ERR068044,ERR068045,ERR124220,ERR129190
16c	16c	38	gtf2_1	ERR129110,ERR068009
16c	1	38	gtf2_1	ERR069823,ERR069712,ERR129164,ERR067964,ERR069835,ERR129088,ERR067981,ERR129051,ERR069746,ERR065968,ERR129158,ERR069812,ERR068012,ERR129132,ERR065292,ERR069690,ERR068018,ERR069768,ERR065967,ERR129090,ERR065344,ERR068020,ERR067977,ERR069715,ERR069683,ERR065962,ERR069755,ERR129126,ERR124265,ERR069765,ERR129113,ERR068013,ERR124231,ERR124304,ERR124282,ERR069732,ERR129058,ERR065330,ERR069719,ERR069770,ERR069721,ERR129199,ERR069740,ERR124237
8	11	64	group_578	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
8	4	64	group_578	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR067996,ERR065343,ERR124248,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783
8	16b	64	group_578	ERR069824,ERR069729,ERR124311,ERR129057,ERR069730,ERR065290,ERR129135,ERR069816
8	10	64	group_578	ERR065327,ERR065298,ERR129169
8	9	64	group_578	ERR124287,ERR129146,ERR129076,ERR129055,ERR067976,ERR065307,ERR065313,ERR129082,ERR129205,ERR129098,ERR129133
16f	1	396	group_1607	ERR069712,ERR129051,ERR065968,ERR129132,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
1	11	22	lytA_3	ERR124273
8	14	96	penA	ERR069700
8	15	30	penA	ERR124222,ERR129075,ERR069720
8	15	169	penA	ERR124222,ERR129075,ERR069720
11	15	233	penA	ERR069791,ERR069842,ERR069699,ERR069793,ERR067999
16g	6	286	penA	ERR068030
6	6	245	penA	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
11	16c	233	penA	ERR068009
15	15	540	penA	ERR129062,ERR067990,ERR129062
8	9	169	penA	ERR065955
9	8	969	penA	ERR067984
8	13	189	penA	ERR069709,ERR068001,ERR065353,ERR065953,ERR069710
15	6	211	penA	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
8	15	96	penA	ERR124222,ERR129075,ERR069720
6	16d	245	penA	ERR069782
16h	15	288	penA	ERR129062
8	14	189	penA	ERR069825
8	11	169	penA	ERR129134,ERR067970
8	9	30	penA	ERR065955
11	16d	233	penA	ERR069735,ERR065957,ERR069838
6	16c	245	penA	ERR065312
15	11	540	penA	ERR129134
6	15	180	penA	ERR067990
8	3	189	penA	ERR065332
6	11	245	penA	ERR129179,ERR124241,ERR124293,ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067992,ERR124275,ERR129089,ERR068033
16h	11	288	penA	ERR067970,ERR124290
11	16g	233	penA	ERR124244
16h	9	288	penA	ERR065955
6	3	245	penA	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
12	16a	181	group_1683	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
1	16c	25	group_1683	ERR065325,ERR065960,ERR069792,ERR068031,ERR065354,ERR069737,ERR129050,ERR069692,ERR069723,ERR065299,ERR069697,ERR069810,ERR069808
1	16h	25	group_1683	ERR069785,ERR069797,ERR069821
12	2	181	group_1683	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR129139,ERR069707,ERR129178,ERR069839,ERR124242,ERR129137,ERR065308,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
